business_name;category;subcategory;city;province;region;address;website;email;phone;instagram_username;instagram_url;facebook_url;contact_name;source;source_url;provenienza;data_quality;score;priority;notes;found_at;osm_id
Ambulatorio Veterinario Armaroli - Fiano Bologna;Veterinari;;Bologna;BO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4274698964;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;4274698964
Ambulatorio Veterinario;Veterinari;;Bologna;BO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/5942650970;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;5942650970
La Fenice;Veterinari;;Bologna;BO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/5102529728;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T12:53:31Z;5102529728
Clinica Veterinaria San Francesco;Veterinari;;Imola;BO;Emilia-Romagna;Via Massimo Villa 24b, 40026;https://www.clinicaveterinariaimola.it/;sanfrancescovet@libero.it;+39 054241742;;;https://www.facebook.com/Clinica-Veterinaria-San-Francesco-Imola-176362212516791/;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/3053303340;automatica;77;83;A;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-04T15:43:20Z;3053303340
Ambulatorio veterinario Via Emilia;Veterinari;;Imola;BO;Emilia-Romagna;Via Emilia Interna 2a, 40026;https://www.ambulatorioveterinarioviaemilia.it/;;+39 054230709;;;;"Alessandro Avoni;Ivano Avoni";OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4762413870;automatica;69;68;B;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-04T15:43:20Z;4762413870
Ambulatorio Veterinario Valsanterno;Veterinari;;Imola;BO;Emilia-Romagna;Via Montanara 252, 40026;;;+39 3475101211;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/2578705397;automatica;54;48;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-04T15:43:20Z;2578705397
Valsalva;Veterinari;;Imola;BO;Emilia-Romagna;;http://www.ambulatorioveterinariovalsalva.it/;;;;;;Anna Casazza;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/10729962187;automatica;54;48;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-04T15:43:20Z;10729962187
ProntoPet;Veterinari;;Imola;BO;Emilia-Romagna;;https://www.pronto.pet/;;;;;;Ramona Raccagni;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/5831663185;automatica;54;48;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-04T15:43:20Z;5831663185
Ambulatorio Veterinario Montevecchi Signani;Veterinari;;Imola;BO;Emilia-Romagna;Via Provinciale Selice 45a;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4762181044;automatica;46;36;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-04T15:43:20Z;4762181044
Studio veterinario Marconi;Veterinari;;Imola;BO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12438503782;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-04T15:43:20Z;12438503782
Studio veterinario associato Bassani Vigna;Veterinari;;Imola;BO;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/10023495317;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-04T15:43:20Z;10023495317
Clinica Veterinaria Porta Schiavonia;Veterinari;;Forlì;FC;Emilia-Romagna;Corso Giuseppe Garibaldi 304;http://www.psvet.it/;ambvet.schiavonia@gmail.com;+39 054326261;;;https://www.facebook.com/Clinica-Veterinaria-Porta-Schiavonia-158170924889429/;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4766292040;automatica;77;83;A;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:49:00Z;4766292040
Ambulatorio Veterinario Silver;Veterinari;;Forlì;FC;Emilia-Romagna;Via Rubicone 2;https://www.ambulatorioveterinariosilver.it/;info@ambulatorioveterinariosilver.it;+39 3893143308;;;https://www.facebook.com/ambvetsilver/;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4766464665;automatica;77;83;A;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:49:00Z;4766464665
Ambulatorio Veterinario Dott.ssa Francesca Bissi;Veterinari;;Ferrara;FE;Emilia-Romagna;Via del Salice 2, 44123;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12992372189;automatica;46;36;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T10:21:05Z;12992372189
Ambulatorio veterinario Dr. Branchetti;Veterinari;;Ferrara;FE;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/2312921040;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T10:21:05Z;2312921040
Ambulatorio veterinario;Veterinari;;Ferrara;FE;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/3685582234;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T10:21:05Z;3685582234
Clinica veterinaria Europa;Veterinari;;Ferrara;FE;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/3685344647;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T10:21:05Z;3685344647
L'ospedale degli animali;Veterinari;;Ferrara;FE;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/3685344651;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T10:21:05Z;3685344651
Smbulatorio veterinario;Veterinari;;Ferrara;FE;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/3685344654;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T10:21:05Z;3685344654
Clinica veterinaria Estense;Veterinari;;Ferrara;FE;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4243389672;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T10:21:05Z;4243389672
Semeghini Marzia Elena;Veterinari;;Modena;MO;Emilia-Romagna;Strada San Cataldo 108, 41123;;;+39 059241322;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4712463072;automatica;54;48;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:14:58Z;4712463072
Righetti Alberto;Veterinari;;Modena;MO;Emilia-Romagna;Strada Vaciglio Centro 521/1, 41125;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4712445800;automatica;46;36;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:14:58Z;4712445800
Wiligelmo;Veterinari;;Modena;MO;Emilia-Romagna;Via Antonio Allegri 213, 41124;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/314953465;automatica;46;36;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:14:58Z;314953465
Centro Veterinario Cer.Pa SNC di L. Ferrari - V. Olivi - H. Civettini;Veterinari;;Piacenza;PC;Emilia-Romagna;Via Luigi Pirandello 11, 29122;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/13922502604;automatica;46;36;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T02:22:19Z;13922502604
Dog Center Veterinario;Veterinari;;Parma;PR;Emilia-Romagna;Via Fratti 22a, 43121;;;+39 0521272200;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/5589635421;automatica;54;48;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:15:05Z;5589635421
Veterinario - Dott. Mario Gazzola;Veterinari;;Parma;PR;Emilia-Romagna;Strada delle Fonderie 5/c, 43125;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4690763744;automatica;46;36;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:15:05Z;4690763744
Centro Neurologico Veterinario;Veterinari;;Parma;PR;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7078520795;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:15:05Z;7078520795
Croce Blu;Veterinari;;Parma;PR;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12095448236;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:15:05Z;12095448236
Veterinaria Faentina S.a.s.;Veterinari;;Faenza;RA;Emilia-Romagna;Via Leonardo da Vinci, 8/1 - 48018;;;;;;;;Cylex;https://www.cylex-italia.it/faenza/negozio+per+animali.html;manuale;46;36;D;Solo ragione sociale e indirizzo dalla directory Cylex.;;
Dott. Pierluigi Trevisi Veterinario;Veterinari;;Faenza;RA;Emilia-Romagna;Via Canal Grande 44/6;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11698738335;automatica;46;36;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T14:20:25Z;11698738335
Ambulatorio Veterinario Padovani - Cavalli;Veterinari;;Faenza;RA;Emilia-Romagna;Via Camangi 10;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11223388253;automatica;46;36;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T14:20:25Z;11223388253
Ambulatorio Monica Bosi;Veterinari;;Faenza;RA;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12293487841;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T14:20:25Z;12293487841
Clinica Veterinaria San Gaetanino;Veterinari;;Ravenna;RA;Emilia-Romagna;Circonvallazione San Gaetanino 203;https://www.clinicaveterinariasangaetanino.it;;+39 0544456328;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/8887778560;automatica;62;62;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:20:00Z;8887778560
Veterinario;Veterinari;;Ravenna;RA;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/604243996;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:20:00Z;604243996
A,bulatorio veterinario Rosati;Veterinari;;Reggio Nell'Emilia;RE;Emilia-Romagna;Via Antonio Piccinini 6/a, 42124;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4452442043;automatica;46;36;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:16:22Z;4452442043
Ambulatorio Belvedere;Veterinari;;Reggio Nell'Emilia;RE;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12134476302;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:16:22Z;12134476302
Dott. Beatrice - Dott. Villa;Veterinari;;Reggio Nell'Emilia;RE;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11598571279;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:16:22Z;11598571279
Dr.ssa Giuliana Manghi;Veterinari;;Reggio Nell'Emilia;RE;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12287802388;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:16:22Z;12287802388
Dog Fitness;Veterinari;;Reggio Nell'Emilia;RE;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/4474661807;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:16:22Z;4474661807
D.ssa Antonella Giberti;Veterinari;;Reggio Nell'Emilia;RE;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12134632499;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:16:22Z;12134632499
Dott. Davide Scala;Veterinari;;Reggio Nell'Emilia;RE;Emilia-Romagna;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12263167901;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T02:16:22Z;12263167901
Vega;Veterinari;;Rimini;RN;Emilia-Romagna;Via Vega 63, 47923;;veterinariovega@yahoo.it;+39 0541777709;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/2718198058;automatica;62;62;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T10:19:36Z;2718198058
Centro Veterinario Flaminia;Veterinari;;Rimini;RN;Emilia-Romagna;Via Flaminia 205a, 47924;;;+39 0541394265;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/2718137909;automatica;54;48;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T10:19:36Z;2718137909
Veterinari Associati;Veterinari;;Rimini;RN;Emilia-Romagna;Viale Monfalcone 16b, 47921;;;+39 3333319555, +39 3497640699;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/2718124844;automatica;54;48;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T10:19:36Z;2718124844
Ambulatorio veterinario Gerlanz Furio;Veterinari;;Trieste;TS;Friuli-Venezia Giulia;Campo Pietro Metastasio 3a, 34148;https://www.gherlanzveterinario.com/;furiogherlanz@hotmail.it;+39 040810834;;;;Gherlanz dott. Furio Medico Veterinario;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/9254287813;automatica;77;82;A;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T20:22:27Z;9254287813
Ambulatorio veterinario Murray;Veterinari;;Trieste;TS;Friuli-Venezia Giulia;Campo Pietro Metastasio 3a, 34148;https://veterinariomurray.it/;info@veterinariomurray.it;+39 040813164;;;;Dottoressa medico Veterinario Cristina M. Murray;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/9254287816;automatica;77;82;A;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T20:22:27Z;9254287816
Dr. Pagani;Veterinari;;Trieste;TS;Friuli-Venezia Giulia;3/1a, 34135;;;3470378777393898456118 (formato da verificare);;;;Dr. Pagani;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/296391831;automatica;62;54;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T20:22:27Z;296391831
Saint Martin;Veterinari;;Trieste;TS;Friuli-Venezia Giulia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/3105089276;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T20:22:27Z;3105089276
Studio Veterinario Cecilia Luciani;Veterinari;;Trieste;TS;Friuli-Venezia Giulia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/9224845882;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T20:22:27Z;9224845882
Clinica Veterinaria Catalan;Veterinari;;Trieste;TS;Friuli-Venezia Giulia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7830845220;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T20:22:27Z;7830845220
Clinica Veterinaria San Francesco;Veterinari;;Trieste;TS;Friuli-Venezia Giulia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/311076237;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T20:22:27Z;311076237
Ambulatorio Veterinario Nordest s.a.;Veterinari;;Udine;UD;Friuli-Venezia Giulia;Via Bariglaria 269;;nordest.vet@gmail.com;+39 0432565212;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11082027205;automatica;62;62;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T02:23:04Z;11082027205
Minerbi M.Raffaella;Veterinari;;Udine;UD;Friuli-Venezia Giulia;Via Pozzuolo 242, 33100;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/3748942620;automatica;46;36;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T02:23:04Z;3748942620
Leonardo da Vinci;Veterinari;;Udine;UD;Friuli-Venezia Giulia;Viale Leonardo da Vinci 46, 33100;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/3749000603;automatica;46;36;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T02:23:04Z;3749000603
Elena Roussel;Veterinari;;Udine;UD;Friuli-Venezia Giulia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/9583609385;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T02:23:04Z;9583609385
Ambulatorio Veterinario Associato GARLATTI COSTA-MAIERO;Veterinari;;Udine;UD;Friuli-Venezia Giulia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/6583637632;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T02:23:04Z;6583637632
Miglio Forzano Zaina;Veterinari;;Udine;UD;Friuli-Venezia Giulia;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/1120210623;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-03T02:23:04Z;1120210623
Clinica veterinaria dott.ssa Martino;Veterinari;;Latina;LT;Lazio;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11090965790;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-02T15:45:23Z;11090965790
Ambulatorio Veterinario;Veterinari;;Fiumicino;RM;Lazio;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11778790652;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-04T20:06:37Z;11778790652
Ambulatorio Veterinario Associato;Veterinari;;Pomezia;RM;Lazio;;;;;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/2866131633;automatica;38;28;D;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-05T19:48:42Z;2866131633
Ambulatorio Veterinario Gattamelata;Veterinari;;Roma;RM;Lazio;Via Erasmo Gattamelata 120;https://www.veterinariopigneto.it;ambulatoriogattamelata@gmail.com;+39 3472919336;veterinario.gattamelata;https://www.instagram.com/veterinario.gattamelata/;https://www.facebook.com/ambulatorioveterinariogattamelata/;Alessia Lingesso;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/13380799760;automatica;92;97;A+;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T11:48:47Z;13380799760
Centro veterinario Ostia;Veterinari;;Roma;RM;Lazio;Via Costanzo Casana 47, 00121;http://www.centroveterinariostia.eu/;info@centroveterinariostia.eu;+39 065693742;centroveterinariostia;https://www.instagram.com/centroveterinariostia/;https://www.facebook.com/vetostia/;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11394384784;automatica;85;91;A+;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T11:48:47Z;11394384784
Ambulatorio veterinario Spiezia;Veterinari;;Roma;RM;Lazio;Via Portuense 803, 00148;https://www.veterinarioportuense.it/;spieziavet@gmail.com;+39 066591366;;;;Iolanda Lucia Spezia;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/11748892121;automatica;77;82;A;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T11:48:47Z;11748892121
Centro Veterinario Cecchignola;Veterinari;;Roma;RM;Lazio;Via Abigaille Zanetta 26, 00143;https://centroveterinariocecchignola.com/;centroveterinariocecchignola@gmail.com;+39 0651958587;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/12953675888;automatica;69;76;B;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T11:48:47Z;12953675888
Ambulatorio Veterinario Associato Pineto;Veterinari;;Roma;RM;Lazio;Via Vittorio Montiglio 25,27;https://www.ambulatorioveterinariopineto.it/;info@ambulatorioveterinariopineto.it;+39 0689235429;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/8833503090;automatica;69;76;B;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T11:48:47Z;8833503090
Dott. Amerio Croce;Veterinari;;Roma;RM;Lazio;Via Alghero 9, 00182;https://www.veterinariaroma.it/;info@veterinariaroma.it;+39 0670301455, +39 3289386010;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/1544664323;automatica;69;76;B;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T11:48:47Z;1544664323
Asta Onlus;Veterinari;;Roma;RM;Lazio;Via Sante Bargellini 18, 00156;https://www.associazioneasta.com/;asta@associazioneasta.com;+39 064506162;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7711341085;automatica;69;76;B;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T11:48:47Z;7711341085
CVRS Policlinico Veterinario Roma Sud;Veterinari;;Roma;RM;Lazio;Via Pilade Mazza 24, 00173;https://www.cvrs.it/;info@cvrs.it;+39 067236171;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7625648493;automatica;69;76;B;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T11:48:47Z;7625648493
Ambulatorio Veterinario Ricciotti;Veterinari;;Roma;RM;Lazio;;https://www.ambulatorioveterinarioricciotti.it/;ambvet.ricciotti@gmail.com;+39 063214242;;;https://www.facebook.com/ricciottivet/;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/610303277;automatica;69;75;B;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T11:48:47Z;610303277
Ospedale Veterinario Lido di Roma;Veterinari;;Roma;RM;Lazio;Via Isole del Capo Verde 308, 00121;http://www.drlovet.it/;;+39 0695584454;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/13962202385;automatica;62;62;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T11:48:47Z;13962202385
"Ambulatorio Veterinario Associato ""Villa Lazzaroni""";Veterinari;;Roma;RM;Lazio;Via Raffaele de Cesare 60, 00179;;ambulatorioassociato@gmail.com;+39 067887143;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/2002702292;automatica;62;62;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T11:48:47Z;2002702292
Ambulatorio Veterinario Piazza Bologna;Veterinari;;Roma;RM;Lazio;via Berengario 36;https://www.veterinariopiazzabologna.com/;;+39 0644233826;;;;;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/5431690568;automatica;62;62;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T11:48:47Z;5431690568
Ambulatorio veterinario;Veterinari;;Roma;RM;Lazio;Via Galvani 39;;;+39 0635451332;;;;Dott. Roberto Lomonaco;OpenStreetMap (Overpass API, ODbL);https://www.openstreetmap.org/node/7022634989;automatica;62;54;C;Fonte OpenStreetMap (ODbL). Dati di contatto come mappati in OSM: verificare prima di un eventuale contatto.;2026-09-01T11:48:47Z;7022634989
